anime_id	name	genre	type	episodes
647	Harukanaru Toki no Naka de: Ajisai Yumegatari	Adventure, Demons, Drama, Fantasy, Historical, Romance, Shoujo, Supernatural	OVA	2
247	Harukanaru Toki no Naka de: Hachiyou Shou	Demons, Fantasy, Historical, Magic, Shoujo, Supernatural	TV	26
1907	Harukanaru Toki no Naka de: Hachiyou Shou OVA	Comedy, Demons, Fantasy, Historical, Shoujo, Supernatural	OVA	2
1905	Harukanaru Toki no Naka de: Hachiyou Shou Specials	Fantasy, Historical, Magic, Romance, Shoujo, Supernatural	Special	8
1906	Harukanaru Toki no Naka de: Maihitoyo	Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural	Movie	1
1592	Hataraki Man	Comedy, Drama, Romance, Seinen, Slice of Life	TV	11
646	Haunted Junction	Comedy, Shounen, Supernatural	TV	12
958	HeatGuy J	Action, Adventure, Mecha, Police, Sci-Fi	TV	25
1774	HeatGuy J Special	Action, Adventure, Mecha, Police, Sci-Fi	Special	1
1030	Heisei Tanuki Gassen Ponpoko	Kids	Movie	1
270	Hellsing	Action, Horror, Seinen, Supernatural, Vampire	TV	13
777	Hellsing Ultimate	Action, Horror, Military, Seinen, Supernatural, Vampire	OVA	10
379	Heppoko Jikken Animation Excel♥Saga	Comedy, Parody, Sci-Fi, Shounen	TV	26
1371	Hi no Tori	Adventure, Drama, Historical, Sci-Fi, Supernatural	TV	13
1781	Hi.Me.Go.To	Hentai	OVA	1
729	Hiatari Ryoukou!	Comedy, Romance, School, Sports	TV	48
1552	Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita	Comedy, Drama, Romance	Movie	1
1852	Hidamari Sketch	Comedy, School, Slice of Life	TV	12
714	High School! Kimengumi	Comedy, Parody, Romance, School, Shounen	TV	86
934	Higurashi no Naku Koro ni	Horror, Mystery, Psychological, Supernatural, Thriller	TV	26
1889	Higurashi no Naku Koro ni Kai	Mystery, Psychological, Supernatural, Thriller	TV	24
1977	Hijikata Toshizou: Shiro no Kiseki	Action, Drama, Historical, Samurai	OVA	1
1082	Hikari to Mizu no Daphne	Comedy, Drama, Mystery, Police, Psychological, Sci-Fi	TV	24
1898	Hikari to Mizu no Daphne Specials	Action, Comedy, Ecchi	Special	2
135	Hikaru no Go	Comedy, Game, Shounen, Supernatural	TV	75
645	Hikaru no Go: Journey to the North Star Cup	Game, Shounen	Special	1
1181	"Hikyou Tanken Fam &amp; Ihrlie"	Action, Adventure, Comedy, Fantasy, Magic	OVA	4
910	Himawari!	Adventure, Comedy, Martial Arts	TV	13
1988	Himawari!!	Comedy, Romance	TV	13
1884	Himesama Goyoujin	Comedy	TV	12
360	Himiko-den	Adventure, Drama, Fantasy, Supernatural	TV	12
964	Hit wo Nerae!	Comedy, Ecchi	TV	8
1741	Hit wo Nerae! Specials	Comedy, Ecchi	Special	4
1721	Hitohira	Drama, Romance, School, Slice of Life	TV	12
258	Hitsuji no Uta	Drama, Horror, Vampire	OVA	4
967	Hokuto no Ken	Action, Drama, Martial Arts, Sci-Fi, Shounen	TV	109
1356	Hokuto no Ken 2	Action, Drama, Martial Arts, Super Power	TV	43
1358	Hokuto no Ken Movie	Adventure, Sci-Fi, Shounen	Movie	1
1773	Hokuto no Ken: Raoh Gaiden Junai-hen	Action, Adventure, Martial Arts	Movie	1
581	Honoo no Labyrinth	Adventure, Comedy, Ecchi, Samurai	OVA	2
1019	Honoo no Mirage	Action, Drama, Historical, Romance, School, Shounen Ai, Supernatural	TV	13
1020	Honoo no Mirage: Minagiwa no Hangyakusha	Action, Drama, Historical, Romance, Shoujo, Shounen Ai, Supernatural	OVA	3
256	Hoshi no Koe	Drama, Mecha, Romance, Sci-Fi, Space	OVA	1
1220	Hoshizora Kiseki	Romance, Sci-Fi	ONA	1
578	Hotaru no Haka	Drama, Historical	Movie	1
475	Hotori: Tada Saiwai wo Koinegau	Drama, Sci-Fi	Movie	1
730	Houkago no Shokuinshitsu	Drama, Romance, Yaoi	OVA	2
1284	Houma Hunter Lime	Comedy, Fantasy	OVA	3
431	Howl no Ugoku Shiro	Adventure, Drama, Fantasy, Romance	Movie	1
1083	Human Crossing	Drama, Slice of Life, Sports	TV	13
17	Hungry Heart: Wild Striker	Comedy, Shounen, Slice of Life, Sports	TV	52
136	Hunter x Hunter	Action, Adventure, Shounen, Super Power	TV	62
137	Hunter x Hunter OVA	Action, Adventure, Shounen, Super Power	OVA	8
138	Hunter x Hunter: Greed Island	Action, Adventure, Shounen, Super Power	OVA	8
139	Hunter x Hunter: Greed Island Final	Action, Adventure, Shounen, Super Power	OVA	14
1782	Hyakki	Hentai, Horror	OVA	3
1448	Hyakujuu-Ou GoLion	Adventure, Mecha, Sci-Fi, Shounen	TV	52
1180	Hyper Police	Action, Comedy, Police, Romance, Sci-Fi	TV	25
1833	Hyper-Psychic Geo Garaga	Action, Adventure, Sci-Fi	Movie	1
509	I My Me! Strawberry Eggs	Comedy, Drama, Romance, School, Slice of Life	TV	13
1084	"I&#039;&#039;s"	Drama, Romance	OVA	2
811	"I&#039;&#039;s Pure"	Comedy, Drama, Ecchi, Romance, School	OVA	6
1235	"I&#039;&#039;s Pure Bonus"	Comedy, Ecchi, Romance	Special	5
359	"I&#039;ll/CKBC"	Action, School, Shounen, Sports	OVA	2
1156	I: Wish You Were Here	Action, Drama, Mystery, Sci-Fi	TV	4
932	Ichigeki Sacchuu!! Hoihoi-san	Comedy, Sci-Fi, Slice of Life	OVA	1
248	Ichigo 100%	Comedy, Ecchi, Harem, Romance, Shounen	TV	12
981	Ichigo 100% OVA	Comedy, Ecchi, Harem, Romance, School, Shounen	OVA	4
641	Ichigo 100% Special 2	Comedy, Ecchi, Romance, Shounen	Special	1
642	Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e	Ecchi, Romance, Shounen	Special	1
488	Ichigo Mashimaro	Comedy, Slice of Life	TV	12
1888	Ichigo Mashimaro OVA	Comedy, School, Slice of Life	OVA	3
1831	Iczer-Girl Iczelion	Action, Adventure, Sci-Fi	OVA	2
1316	Idaten Jump	Game, School, Sports	TV	52
1694	iDOLM@STER Xenoglossia	Action, Comedy, Mecha, Sci-Fi	TV	26
1409	IGPX: Immortal Grand Prix	Mecha, Sci-Fi, Shounen, Sports	TV	5
1410	IGPX: Immortal Grand Prix (2005) 2nd Season	Mecha, Sci-Fi, Shounen, Sports	TV	13
1206	Ihatov Gensou: Kenji no Haru	Drama, Historical, Slice of Life	Movie	1
914	Ike! Ina-chuu Takkyuubu	Comedy, Ecchi, School, Sports	TV	26
637	Iketeru Futari	Comedy, Ecchi, Romance, School, Seinen	TV	16
257	Ikkitousen	Ecchi, Martial Arts, School, Super Power	TV	13
1956	Ikkitousen: Dragon Destiny	Action, Ecchi, Martial Arts, School, Super Power	TV	12
160	Ima, Soko ni Iru Boku	Adventure, Drama, Fantasy, Military, Sci-Fi	TV	13
1510	Imouto de Ikou!	Hentai	OVA	2
1783	Imouto Jiru	Hentai	OVA	2
821	Initial D Battle Stage	Action, Cars, Drama, Seinen, Sports	OVA	1
822	Initial D Extra Stage	Action, Cars, Drama, Seinen, Sports	OVA	2
185	Initial D First Stage	Action, Cars, Drama, Seinen, Sports	TV	26
18	Initial D Fourth Stage	Action, Cars, Drama, Seinen, Sports	TV	24
186	Initial D Second Stage	Action, Cars, Drama, Seinen, Sports	TV	13
187	Initial D Third Stage	Action, Cars, Drama, Seinen, Sports	Movie	1
1274	Injuu Gakuen EX	Demons, Hentai	OVA	4
1272	Injuu Gakuen La Blue Girl	Demons, Hentai	OVA	6
1273	Injuu Gakuen La Blue Girl: Fukkatsu-hen	Demons, Hentai	OVA	4
1784	Injuu Nerawareta Hanayome	Hentai	OVA	2
1595	Inma Daitoshi: Beast City	Hentai	OVA	3
1230	Innocent Venus	Adventure, Drama, Mecha, Military, Sci-Fi	TV	12
1085	Interlude	Adventure, Horror, Mystery	OVA	3
731	Interstella5555: The 5tory of The 5ecret 5tar 5ystem	Adventure, Drama, Music, Sci-Fi	Music	1
940	Inukami!	Comedy, Ecchi, Romance, Shounen, Supernatural	TV	26
249	InuYasha	Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural	TV	167
449	InuYasha: Guren no Houraijima	Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural	Movie	1
450	InuYasha: Kagami no Naka no Mugenjo	Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural	Movie	1
451	InuYasha: Tenka Hadou no Ken	Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural	Movie	1
452	InuYasha: Toki wo Koeru Omoi	Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power	Movie	1
1057	Ippatsu Kiki Musume	Action, Comedy, Ecchi	TV	16
432	Iria: Zeiram The Animation	Action, Adventure, Sci-Fi, Space	OVA	6
358	Iriya no Sora, UFO no Natsu	Drama, Romance, Sci-Fi	OVA	6
1641	Iron Virgin Jun	Action, Comedy, Fantasy, Martial Arts, Super Power	OVA	1
588	Itsudatte My Santa!	Comedy, Ecchi, Fantasy, Romance, Shounen	OVA	2
1839	Jagainu-kun	Adventure, Fantasy, Kids, Shoujo, Slice of Life	TV	26
1855	JaJa Uma! Quartet	Adventure, Comedy, Fantasy, Magic, Shounen	OVA	2
1759	Jigen Sengokushi: Kuro no Shishi - Jinnai-hen	Action, Adventure, Historical, Sci-Fi, Shounen	OVA	1
228	Jigoku Shoujo	Horror, Mystery, Psychological, Supernatural	TV	26
1594	Jigoku Shoujo Futakomori	Horror, Mystery, Psychological, Supernatural	TV	26
1751	Jikuu Bouken Nuumamonjaa	Action, Comedy, Fantasy	OVA	1
1613	Jikuu Ihoujin Kyoko: Chocola ni Omakase!	Comedy, Fantasy	OVA	1
1775	Jikuu Tenshou Nazca	Action, Adventure, Drama, Fantasy, Magic	TV	12
141	Jinki:Extend	Mecha, Sci-Fi	TV	12
848	Jinki:Extend OVA	Mecha, Sci-Fi	OVA	1
570	Jin-Rou	Drama, Military, Police, Psychological, Romance	Movie	1
828	Jinshin Yuugi	Hentai	OVA	2
598	Jinzou Ningen Kikaider The Animation	Action, Drama, Mecha, Sci-Fi, Shounen	TV	13
1926	Jishu Seisaku Movie Binchou-tan	Music, Slice of Life	Music	1
666	JoJo no Kimyou na Bouken	Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire	OVA	6
665	JoJo no Kimyou na Bouken: Adventure	Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire	OVA	7
863	"Joshikousei: Girl&#039;s High"	Comedy, Drama, Ecchi, School, Slice of Life	TV	12
1572	Jungle Taitei	Adventure, Kids, Shounen	TV	52
253	Jungle wa Itsumo Hare nochi Guu	Comedy, School, Slice of Life	TV	26
254	Jungle wa Itsumo Hare nochi Guu Deluxe	Comedy, Slice of Life	OVA	6
255	Jungle wa Itsumo Hare nochi Guu Final	Comedy, Slice of Life	OVA	7
1116	Junkers Come Here	Drama, Slice of Life	Movie	1
617	Juubee Ninpuuchou	Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural	Movie	1
618	Juubee Ninpuuchou: Ryuuhougyoku-hen	Adventure, Horror, Magic, Martial Arts, Shounen, Supernatural	TV	13
636	Juubee-chan 2: Siberia Yagyuu no Gyakushuu	Adventure, Comedy, Drama, Martial Arts, Samurai, Shounen	TV	13
635	Juubee-chan: Lovely Gantai no Himitsu	Action, Adventure, Comedy, Drama, Shounen	TV	13
153	Juuni Kokuki	Action, Adventure, Fantasy, Magic, Supernatural	TV	45
1991	Juusou Kikou Dancougar Nova	Mecha	TV	12
953	Jyu Oh Sei	Action, Adventure, Drama, Mystery, Sci-Fi, Shoujo	TV	11
1025	Kachou Ouji	Adventure, Comedy, Music, Sci-Fi, Slice of Life	TV	13
1513	Kaette Kita Court no Naka no Tenshi-tachi	Hentai	OVA	2
590	Kage kara Mamoru!	Comedy, Romance, Shounen	TV	12
577	Kagihime Monogatari Eikyuu Alice Rinbukyoku	Fantasy, Magic	TV	13
1622	Kai Doh Maru	Action, Fantasy, Historical, Magic	OVA	1
1021	Kaikan Phrase	Drama, Music, Romance, Shoujo	TV	44
1567	Kaitou Saint Tail	Adventure, Magic, Romance, Shoujo	TV	43
1647	Kakugo no Susume	Action, Demons, Ecchi, Horror, Mecha, Sci-Fi, Super Power	OVA	2
1192	Kakurenbo	Horror, Psychological, Supernatural	Movie	1
913	Kakutou Bijin Wulong	Action, Ecchi, Martial Arts	TV	25
968	Kakutou Bijin Wulong: Rebirth	Action, Comedy, Martial Arts, School, Shounen	TV	25
510	Kakyuusei 2: Hitomi no Naka no Shoujo-tachi	Comedy, Drama, Harem, Romance, School	TV	13
427	Kaleido Star	Comedy, Drama, Fantasy, Shoujo	TV	51
428	Kaleido Star: Aratanaru Tsubasa - Extra Stage	Adventure, Comedy, Drama, Shoujo	OVA	1
1501	Kaleido Star: Good da yo! Goood!!	Comedy	OVA	1
429	Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari	Comedy, Drama, Shoujo	OVA	1
1808	Kamichama Karin	Comedy, Fantasy, Magic, Romance, School, Shoujo	TV	26
489	Kamichu!	Comedy, Drama, Slice of Life, Supernatural	TV	12
142	Kamikaze Kaitou Jeanne	Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo	TV	44
990	Kamisama Kazoku	Comedy, Drama, Fantasy, Romance	TV	13
496	Kamui no Ken	Adventure, Drama, Fantasy, Historical, Shounen	Movie	1
143	Kannazuki no Miko	Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural	TV	12
1004	Kanojo to Kanojo no Neko	Drama, Psychological, Romance, Slice of Life	OVA	1
144	Kanon	Drama, Romance, Slice of Life, Supernatural	TV	13
1530	Kanon (2006)	Drama, Romance, Slice of Life, Supernatural	TV	24
704	Kanon Kazahana	Drama, Romance, Slice of Life, Supernatural	Special	1
1408	Kao no nai Tsuki	Hentai	OVA	5
1883	Kappa no Kaikata	Comedy	TV	26
1658	Karakuri no Kimi	Action, Comedy, Fantasy, Historical, Horror, Martial Arts, Samurai, Shounen, Supernatural	OVA	1
389	Karas	Action, Fantasy, Sci-Fi	OVA	6
145	Kareshi Kanojo no Jijou	Comedy, Drama, Romance, School, Shoujo, Slice of Life	TV	26
469	Karin	Comedy, Romance, School, Shounen, Vampire	TV	24
667	Kashimashi: Girl Meets Girl	Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life	TV	12
1654	Kashimashi: Girl Meets Girl OVA	Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life	OVA	1
1036	Kashou no Tsuki: Aki Kyougen	Historical, Romance, Shoujo, Supernatural	OVA	2
1604	Katekyo Hitman Reborn!	Action, Comedy, Shounen, Super Power	TV	203
1793	Kaze no Na wa Amnesia	Action, Dementia, Drama, Sci-Fi	Movie	1
1878	Kaze no Shoujo Emily	Drama, Historical, Shoujo	TV	26
1691	Kaze no Stigma	Action, Fantasy, Magic, Romance, Shounen	TV	24
1777	Kaze no Tairiku	Action, Adventure, Fantasy, Supernatural	Movie	1
572	Kaze no Tani no Nausicaä	Adventure, Fantasy	Movie	1
1145	Kaze no Youjinbou	Action, Drama, Mystery, Shounen	TV	25
1637	Kaze to Ki no Uta Sanctus: Sei Naru Kana	Drama, Historical, Romance, Shoujo, Shounen Ai	OVA	1
757	Kaze wo Mita Shounen	Adventure, Drama, Fantasy	Movie	1
606	Kazemakase Tsukikage Ran	Adventure, Comedy, Historical, Martial Arts, Samurai	TV	13
736	Keiraku no Houteishiki Level-C	Drama, Hentai, Yaoi	OVA	1
1725	Keitai Shoujo	Comedy, Drama, Romance, School	ONA	6
1606	Kekkaishi	Adventure, Comedy, Fantasy, Shounen	TV	52
1454	Kemonozume	Action, Demons, Horror, Romance, Supernatural	TV	13
1086	Kenran Butou Sai: The Mars Daybreak	Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen	TV	26
307	Kerokko Demetan	Comedy, Fantasy, Kids	TV	39
516	Keroro Gunsou	Comedy, Sci-Fi, Shounen	TV	358
1457	Key the Metal Idol	Action, Drama, Mecha, Music, Sci-Fi	OVA	15
845	Kiba	Adventure, Fantasy, Shounen	TV	51
274	Kiddy Grade	Action, Ecchi, Mecha, Sci-Fi, Super Power	TV	24
218	Kidou Senkan Nadesico	Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space	TV	26
219	Kidou Senkan Nadesico: The Prince of Darkness	Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space	Movie	1
1058	Kidou Shinsengumi Moeyo Ken	Adventure, Comedy, Historical	OVA	4
511	Kidou Shinsengumi Moeyo Ken TV	Adventure, Comedy, Fantasy, Historical	TV	13
52	Kidou Tenshi Angelic Layer	Comedy, Drama, Sci-Fi, Shounen, Sports	TV	26
1768	Kikaider 01 The Animation	Action, Adventure, Drama, Mecha, Sci-Fi, Shounen	OVA	4
865	Kikou Senki Dragonar	Adventure, Mecha, Sci-Fi, Shounen, Space	TV	48
1947	Kikou Sennyo Rouran	Action, Fantasy, Mecha	TV	28
1556	Kikoushi Enma	Demons, Ecchi, Fantasy, Horror, Magic, Seinen, Supernatural	OVA	4
1087	Kimagure Orange☆Road	Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power	TV	48
1955	Kimagure Robot	Comedy, Fantasy, Sci-Fi	TV	10
147	Kimi ga Nozomu Eien	Drama, Romance, Slice of Life	TV	14
1856	Kimi ga Nozomu Eien: Ayu Mayu Gekijou	Comedy	ONA	7
825	King of Fighters: Another Day	Adventure, Drama, Shounen	ONA	4
727	Kingyo Chuuihou!	Comedy, Kids, Shoujo	TV	54
1579	Kiniro no Corda: Primo Passo	Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo	TV	25
1707	Kinnikuman II Sei	Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports	TV	51
1379	Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.	Adventure, Drama, Fantasy	Movie	1
486	Kino no Tabi: The Beautiful World	Action, Adventure, Slice of Life	TV	13
1516	Kirarin☆Revolution	Comedy, Drama, Romance, Shoujo	TV	153
1573	Kishin Douji Zenki	Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen	TV	51
766	Kishin Houkou Demonbane	Comedy, Drama, Mecha, Sci-Fi	OVA	1
1067	Kishin Houkou Demonbane (TV)	Action, Ecchi, Harem, Magic, Mecha, Romance, Shounen	TV	12
148	Kita e.: Diamond Dust Drops	Drama, Romance, Slice of Life	TV	12
733	Kizuna	Drama, Romance, Yaoi	OVA	2
734	Kizuna: Koi no kara Sawagi	Drama, Romance, Yaoi	OVA	1
602	KO Seiki Beast Sanjuushi	Adventure, Comedy, Fantasy, Mecha, Shounen, Supernatural	OVA	7
1486	Kodomo no Omocha (TV)	Comedy, Drama, Romance, Shoujo	TV	102
580	Kogepan	Comedy	TV	10
634	Koi Kaze	Drama, Psychological, Romance, Seinen	TV	13
668	Koi Koi 7	Comedy, Harem, Romance	TV	13
1864	Koisuru Tenshi Angelique: Kagayaki no Ashita	Drama, Fantasy, Harem, Romance, Shoujo	TV	12
1578	Koisuru Tenshi Angelique: Kokoro no Mezameru Toki	Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo	TV	13
1804	Koko wa Green Wood	Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural	OVA	6
799	Kokoro Toshokan	Comedy, Drama, Slice of Life	TV	13
250	Konjiki no Gash Bell!!	Adventure, Comedy, Magic, Shounen, Supernatural	TV	150
844	Konjiki no Gash Bell!!: 101 Banme no Mamono	Adventure, Shounen, Supernatural	Movie	1
911	Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu	Adventure, Shounen, Supernatural	Movie	1
146	Kono Minikuku mo Utsukushii Sekai	Comedy, Drama, Magic, Romance, Sci-Fi	TV	12
412	Kore ga Watashi no Goshujinsama	Comedy, Ecchi, Slice of Life	TV	12
554	Koutetsu Tenshi Kurumi	Adventure, Comedy, Drama, Historical, Mecha, Military, Romance, Shounen	TV	24
555	Koutetsu Tenshi Kurumi 2	Comedy, Mecha, Romance, Sci-Fi, Shoujo Ai, Shounen	TV	12
557	Koutetsu Tenshi Kurumi Encore	Comedy, Historical, Romance, Sci-Fi, Shounen	OVA	4
556	Koutetsu Tenshi Kurumi Zero	Drama, Romance, Sci-Fi	OVA	3
669	Kujibiki Unbalance	Comedy, Romance, School	OVA	3
1591	Kujibiki♥Unbalance	Comedy, Romance, School	TV	12
1204	Kujira no Chouyaku	Drama, Fantasy, Kids	Movie	1
433	Kumo no Mukou, Yakusoku no Basho	Drama, Military, Romance, Sci-Fi	Movie	1
1032	Kumo no You ni Kaze no You ni	Adventure, Drama, Historical, Romance	Movie	1
483	Kurau Phantom Memory	Action, Drama, Sci-Fi, Space, Super Power	TV	24
416	Kurenai no Buta	Action, Adventure, Comedy, Drama, Historical, Military, Romance	Movie	1
220	Kuro no Danshou	Hentai, Horror	OVA	4
1660	Kurogane Communication	Action, Adventure, Drama, Sci-Fi	TV	24
1385	Kurohime: Shikkoku no Yakata	Hentai	OVA	2
1909	Kusatta Kyoushi no Houteishiki	Comedy, Romance, Shounen Ai	OVA	2
1261	Kyattou Ninden Teyandee	Action, Comedy, Mecha, Sci-Fi, Shounen, Super Power	TV	54
251	Kyou kara Maou!	Adventure, Comedy, Demons, Fantasy, Shoujo	TV	78
851	Kyou kara Ore wa!!	Comedy, Shounen	OVA	10
837	Kyou no 5 no 2	Comedy, Ecchi, School, Seinen	OVA	4
279	Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari	Fantasy, Historical, Horror, Mystery, Psychological, Supernatural	TV	13
1271	Kyoukasho ni Nai!	Comedy, Ecchi	OVA	2
1810	Kyoushirou to Towa no Sora	Drama, Magic, Romance, Shounen	TV	12
1374	Kyoushoku Soukou Guyver (2005)	Adventure, Sci-Fi, Shounen	TV	26
1336	Kyoushoku Soukou Guyver II	Action, Adventure, Drama, Horror, Sci-Fi	OVA	6
1384	Kyuuketsuhime Miyu	Action, Demons, Drama, Horror, Vampire	OVA	4
690	Kyuuketsuhime Miyu (TV)	Action, Demons, Drama, Horror, Vampire	TV	26
1456	L/R: Licensed by Royal	Action, Adventure, Mystery, Police	TV	12
670	Lamune	Drama, Romance, Slice of Life	TV	12
97	Last Exile	Action, Adventure, Sci-Fi	TV	26
1013	"Le Chevalier D&#039;Eon"	Historical, Magic, Mystery, Seinen, Supernatural	TV	24
633	Legend of Basara	Adventure, Drama, Romance, Shoujo	TV	13
1150	Legend of Crystania OVA	Action, Adventure, Fantasy, Magic, Supernatural	OVA	3
600	Legend of Duo	Drama, Shounen Ai, Supernatural, Vampire	TV	12
434	Legend of Lemnear: Kyokuguro no Tsubasa Valkisas	Action, Adventure, Fantasy	OVA	1
1590	Legendz: Yomigaeru Ryuuou Densetsu	Action, Adventure, Comedy, Fantasy	TV	50
671	Lemon Angel Project	Drama, Music	TV	13
1695	Les Misérables: Shoujo Cosette	Drama, Historical, Shoujo, Slice of Life	TV	52
1908	Lesson XX	Romance, Shounen Ai	OVA	1
1097	Lime-iro Senkitan	Drama, Ecchi, Harem, Historical, Mecha, Supernatural	TV	13
1995	Lingerie Senshi Papillon Rose	Ecchi, Magic, Parody, Sci-Fi	OVA	1
1785	Little Monica Monogatari	Hentai	OVA	2
207	Lodoss-tou Senki	Action, Adventure, Fantasy, Magic, Shounen, Supernatural	OVA	13
206	Lodoss-tou Senki: Eiyuu Kishi Den	Action, Adventure, Drama, Fantasy, Magic, Romance	TV	27
1184	Lost Universe	Adventure, Comedy, Drama, Sci-Fi, Shounen, Space	TV	26
1070	Love Get Chu	Comedy, Romance	TV	25
189	Love Hina	Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life	TV	24
190	Love Hina Again	Comedy, Drama, Ecchi, Romance, Shounen	OVA	3
191	Love Hina Christmas Special: Silent Eve	Comedy, Romance, Slice of Life	Special	1
192	Love Hina Haru Special: Kimi Sakura Chiru Nakare!!	Adventure, Comedy, Romance	Special	1
963	"Love Hina: Motoko no Sentaku, Koi ka Ken... &quot;Naku na&quot;"	Drama, Romance, Slice of Life	Special	1
275	Love♥Love?	Comedy, Ecchi, Harem, Romance	TV	9
1874	Love♥Love? Specials	Comedy, Ecchi, Harem, Romance	Special	4
1561	Lovedol: Lovely Idol	Harem, Music	TV	12
149	Loveless	Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural	TV	12
1887	Lucky☆Star	Comedy, Parody, School, Slice of Life	TV	24
1412	Lupin III	Action, Adventure, Comedy, Shounen	TV	23
1422	Lupin III: $1 Money Wars	Action, Adventure, Comedy, Shounen	Special	1
1431	"Lupin III: Ai no Da Capo - Fujiko&#039;s Unlucky Days"	Action, Adventure, Comedy, Shounen	Special	1
1413	Lupin III: Alcatraz Connection	Action, Adventure, Comedy, Shounen	Special	1
1433	Lupin III: Babylon no Ougon Densetsu	Action, Adventure, Comedy, Shounen	Movie	1
1415	Lupin III: Bye Bye Liberty - Kiki Ippatsu!	Action, Adventure, Comedy, Shounen	Special	1
1430	Lupin III: Cagliostro no Shiro	Adventure, Comedy, Shounen	Movie	1
1416	Lupin III: Dead or Alive	Action, Adventure, Comedy, Shounen	Movie	1
1418	"Lupin III: Episode 0 &quot;First Contact&quot;"	Action, Adventure, Comedy, Mystery, Shounen	Special	1
1432	Lupin III: Fuuma Ichizoku no Inbou	Action, Adventure, Comedy, Shounen	Movie	1
1434	Lupin III: Harimao no Zaihou wo Oe!!	Action, Adventure, Comedy, Shounen	Special	1
1421	Lupin III: Hemingway Paper no Nazo	Action, Adventure, Comedy, Mystery, Shounen	Special	1
1437	Lupin III: Honoo no Kioku - Tokyo Crisis	Action, Adventure, Comedy, Mystery, Shounen	Special	1
1427	Lupin III: Ikiteita Majutsushi	Adventure, Comedy, Shounen	OVA	1
1419	Lupin III: Kutabare! Nostradamus	Action, Adventure, Comedy, Shounen	Movie	1
1438	Lupin III: Lupin Ansatsu Shirei	Action, Adventure, Comedy, Shounen	Special	1
1435	Lupin III: Lupin vs. Fukusei-ningen	Action, Adventure, Comedy, Mystery, Shounen	Movie	1
1417	Lupin III: Moeyo Zantetsuken!	Action, Adventure, Comedy, Shounen	Special	1
1423	Lupin III: Napoleon no Jisho wo Ubae	Action, Adventure, Comedy, Shounen	Special	1
1429	Lupin III: Nusumareta Lupin	Action, Adventure, Comedy, Shounen	Special	1
1424	Lupin III: Otakara Henkyaku Daisakusen!!	Adventure, Comedy, Shounen	Special	1
1425	Lupin III: Part II	Action, Adventure, Comedy, Shounen	TV	155
1426	Lupin III: Part III	Action, Adventure, Comedy, Shounen	TV	50
1420	Lupin III: Russia yori Ai wo Komete	Action, Adventure, Comedy, Shounen	Special	1
1428	Lupin III: Secret File	Adventure, Comedy, Shounen	OVA	1
1414	Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori	Action, Adventure, Comedy, Shounen	Special	1
1436	Lupin III: Twilight Gemini no Himitsu	Action, Adventure, Comedy, Shounen	Special	1
1439	Lupin III: Walther P-38	Action, Adventure, Comedy, Mystery, Shounen	Special	1
738	MÄR	Action, Adventure, Comedy, Fantasy, Shounen	TV	102
193	Maburaho	Comedy, Drama, Ecchi, Harem, Magic, Romance, School	TV	24
1445	Mach GoGoGo	Adventure, Cars, Shounen, Sports	TV	52
1088	Macross	Action, Mecha, Military, Music, Romance, Sci-Fi, Space	TV	36
1397	Macross 7	Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen	TV	49
